stt,age,inc,eth,sex,edu,pop2008
FL,30-44,$150k+,Hispanic,Female,Some Coll,5161
FL,30-44,$150k+,Hispanic,Female,Coll,6215
FL,30-44,$150k+,Hispanic,Female,Post-Grad,4795
FL,30-44,$150k+,Other,Male,< HS,64
FL,30-44,$150k+,Other,Male,HS,365
FL,30-44,$150k+,Other,Male,Some Coll,1200
FL,30-44,$150k+,Other,Male,Coll,1377
FL,30-44,$150k+,Other,Male,Post-Grad,1682
FL,30-44,$150k+,Other,Female,< HS,80
FL,30-44,$150k+,Other,Female,HS,788
FL,30-44,$150k+,Other,Female,Some Coll,1133
FL,30-44,$150k+,Other,Female,Coll,1361
FL,30-44,$150k+,Other,Female,Post-Grad,1901
FL,45-64,$0-20k,White,Male,< HS,22543
FL,45-64,$0-20k,White,Male,HS,43642
FL,45-64,$0-20k,White,Male,Some Coll,37094
FL,45-64,$0-20k,White,Male,Coll,15368
FL,45-64,$0-20k,White,Male,Post-Grad,6306
FL,45-64,$0-20k,White,Female,< HS,25198
FL,45-64,$0-20k,White,Female,HS,61545
FL,45-64,$0-20k,White,Female,Some Coll,47462
FL,45-64,$0-20k,White,Female,Coll,15634
FL,45-64,$0-20k,White,Female,Post-Grad,7217
FL,45-64,$0-20k,Black,Male,< HS,13180
FL,45-64,$0-20k,Black,Male,HS,12282
FL,45-64,$0-20k,Black,Male,Some Coll,6227
FL,45-64,$0-20k,Black,Male,Coll,797
FL,45-64,$0-20k,Black,Male,Post-Grad,487
FL,45-64,$0-20k,Black,Female,< HS,20262
FL,45-64,$0-20k,Black,Female,HS,23033
FL,45-64,$0-20k,Black,Female,Some Coll,13337
FL,45-64,$0-20k,Black,Female,Coll,1821
FL,45-64,$0-20k,Black,Female,Post-Grad,971
FL,45-64,$0-20k,Hispanic,Male,< HS,8511
FL,45-64,$0-20k,Hispanic,Male,HS,6604
FL,45-64,$0-20k,Hispanic,Male,Some Coll,4657
FL,45-64,$0-20k,Hispanic,Male,Coll,2159
FL,45-64,$0-20k,Hispanic,Male,Post-Grad,866
FL,45-64,$0-20k,Hispanic,Female,< HS,12767
FL,45-64,$0-20k,Hispanic,Female,HS,13548
FL,45-64,$0-20k,Hispanic,Female,Some Coll,8956
FL,45-64,$0-20k,Hispanic,Female,Coll,3928
FL,45-64,$0-20k,Hispanic,Female,Post-Grad,991
FL,45-64,$0-20k,Other,Male,< HS,1128
FL,45-64,$0-20k,Other,Male,HS,2228
FL,45-64,$0-20k,Other,Male,Some Coll,1423
FL,45-64,$0-20k,Other,Male,Coll,643
FL,45-64,$0-20k,Other,Male,Post-Grad,267
FL,45-64,$0-20k,Other,Female,< HS,2173
FL,45-64,$0-20k,Other,Female,HS,2554
FL,45-64,$0-20k,Other,Female,Some Coll,1892
FL,45-64,$0-20k,Other,Female,Coll,1092
FL,45-64,$0-20k,Other,Female,Post-Grad,282
FL,45-64,$20-40k,White,Male,< HS,33573
FL,45-64,$20-40k,White,Male,HS,87555
FL,45-64,$20-40k,White,Male,Some Coll,72675
FL,45-64,$20-40k,White,Male,Coll,27826
FL,45-64,$20-40k,White,Male,Post-Grad,11077
FL,45-64,$20-40k,White,Female,< HS,28815
FL,45-64,$20-40k,White,Female,HS,114653
FL,45-64,$20-40k,White,Female,Some Coll,94282
FL,45-64,$20-40k,White,Female,Coll,29786
FL,45-64,$20-40k,White,Female,Post-Grad,13115
FL,45-64,$20-40k,Black,Male,< HS,14174
FL,45-64,$20-40k,Black,Male,HS,21494
FL,45-64,$20-40k,Black,Male,Some Coll,9764
FL,45-64,$20-40k,Black,Male,Coll,2600
FL,45-64,$20-40k,Black,Male,Post-Grad,1314
FL,45-64,$20-40k,Black,Female,< HS,13706
FL,45-64,$20-40k,Black,Female,HS,28679
FL,45-64,$20-40k,Black,Female,Some Coll,19898
FL,45-64,$20-40k,Black,Female,Coll,4905
FL,45-64,$20-40k,Black,Female,Post-Grad,1452
FL,45-64,$20-40k,Hispanic,Male,< HS,14189
FL,45-64,$20-40k,Hispanic,Male,HS,15526
FL,45-64,$20-40k,Hispanic,Male,Some Coll,12205
FL,45-64,$20-40k,Hispanic,Male,Coll,4586
FL,45-64,$20-40k,Hispanic,Male,Post-Grad,1585
FL,45-64,$20-40k,Hispanic,Female,< HS,14180
FL,45-64,$20-40k,Hispanic,Female,HS,19909
FL,45-64,$20-40k,Hispanic,Female,Some Coll,17525
FL,45-64,$20-40k,Hispanic,Female,Coll,5772
FL,45-64,$20-40k,Hispanic,Female,Post-Grad,2100
FL,45-64,$20-40k,Other,Male,< HS,2247
FL,45-64,$20-40k,Other,Male,HS,3045
FL,45-64,$20-40k,Other,Male,Some Coll,2957
FL,45-64,$20-40k,Other,Male,Coll,1339
FL,45-64,$20-40k,Other,Male,Post-Grad,785
FL,45-64,$20-40k,Other,Female,< HS,2313
FL,45-64,$20-40k,Other,Female,HS,5012
FL,45-64,$20-40k,Other,Female,Some Coll,4121
FL,45-64,$20-40k,Other,Female,Coll,1456
FL,45-64,$20-40k,Other,Female,Post-Grad,523
FL,45-64,$40-75k,White,Male,< HS,36891
FL,45-64,$40-75k,White,Male,HS,144000
FL,45-64,$40-75k,White,Male,Some Coll,147928
FL,45-64,$40-75k,White,Male,Coll,70355
FL,45-64,$40-75k,White,Male,Post-Grad,34120
FL,45-64,$40-75k,White,Female,< HS,30235
FL,45-64,$40-75k,White,Female,HS,163684
FL,45-64,$40-75k,White,Female,Some Coll,173825
FL,45-64,$40-75k,White,Female,Coll,68890
FL,45-64,$40-75k,White,Female,Post-Grad,40736
FL,45-64,$40-75k,Black,Male,< HS,13471
FL,45-64,$40-75k,Black,Male,HS,26015
FL,45-64,$40-75k,Black,Male,Some Coll,18628
FL,45-64,$40-75k,Black,Male,Coll,7076
FL,45-64,$40-75k,Black,Male,Post-Grad,3296
FL,45-64,$40-75k,Black,Female,< HS,11244
FL,45-64,$40-75k,Black,Female,HS,27496
FL,45-64,$40-75k,Black,Female,Some Coll,26665
FL,45-64,$40-75k,Black,Female,Coll,10969
FL,45-64,$40-75k,Black,Female,Post-Grad,7081
FL,45-64,$40-75k,Hispanic,Male,< HS,11725
FL,45-64,$40-75k,Hispanic,Male,HS,20586
FL,45-64,$40-75k,Hispanic,Male,Some Coll,21520
FL,45-64,$40-75k,Hispanic,Male,Coll,9861
FL,45-64,$40-75k,Hispanic,Male,Post-Grad,4326
FL,45-64,$40-75k,Hispanic,Female,< HS,11497
FL,45-64,$40-75k,Hispanic,Female,HS,25445
FL,45-64,$40-75k,Hispanic,Female,Some Coll,26702
FL,45-64,$40-75k,Hispanic,Female,Coll,11989
FL,45-64,$40-75k,Hispanic,Female,Post-Grad,4541
FL,45-64,$40-75k,Other,Male,< HS,2112
FL,45-64,$40-75k,Other,Male,HS,4372
FL,45-64,$40-75k,Other,Male,Some Coll,5481
FL,45-64,$40-75k,Other,Male,Coll,2988
FL,45-64,$40-75k,Other,Male,Post-Grad,2059
FL,45-64,$40-75k,Other,Female,< HS,3979
FL,45-64,$40-75k,Other,Female,HS,5762
FL,45-64,$40-75k,Other,Female,Some Coll,5357
FL,45-64,$40-75k,Other,Female,Coll,3411
FL,45-64,$40-75k,Other,Female,Post-Grad,1726
FL,45-64,$75-150k,White,Male,< HS,18607
FL,45-64,$75-150k,White,Male,HS,103312
FL,45-64,$75-150k,White,Male,Some Coll,151163
FL,45-64,$75-150k,White,Male,Coll,123413
FL,45-64,$75-150k,White,Male,Post-Grad,77758
FL,45-64,$75-150k,White,Female,< HS,12723
FL,45-64,$75-150k,White,Female,HS,119162
FL,45-64,$75-150k,White,Female,Some Coll,163099
FL,45-64,$75-150k,White,Female,Coll,98558
FL,45-64,$75-150k,White,Female,Post-Grad,63313
FL,45-64,$75-150k,Black,Male,< HS,3916
FL,45-64,$75-150k,Black,Male,HS,12755
FL,45-64,$75-150k,Black,Male,Some Coll,14483
FL,45-64,$75-150k,Black,Male,Coll,8917
FL,45-64,$75-150k,Black,Male,Post-Grad,5184
FL,45-64,$75-150k,Black,Female,< HS,2903
FL,45-64,$75-150k,Black,Female,HS,11933
FL,45-64,$75-150k,Black,Female,Some Coll,13932
FL,45-64,$75-150k,Black,Female,Coll,9373
FL,45-64,$75-150k,Black,Female,Post-Grad,6915
FL,45-64,$75-150k,Hispanic,Male,< HS,5068
FL,45-64,$75-150k,Hispanic,Male,HS,12406
FL,45-64,$75-150k,Hispanic,Male,Some Coll,19569
FL,45-64,$75-150k,Hispanic,Male,Coll,14679
FL,45-64,$75-150k,Hispanic,Male,Post-Grad,7344
FL,45-64,$75-150k,Hispanic,Female,< HS,5456
FL,45-64,$75-150k,Hispanic,Female,HS,15680
FL,45-64,$75-150k,Hispanic,Female,Some Coll,22235
FL,45-64,$75-150k,Hispanic,Female,Coll,12241
FL,45-64,$75-150k,Hispanic,Female,Post-Grad,6118
FL,45-64,$75-150k,Other,Male,< HS,1235
FL,45-64,$75-150k,Other,Male,HS,2169
FL,45-64,$75-150k,Other,Male,Some Coll,4733
FL,45-64,$75-150k,Other,Male,Coll,4596
FL,45-64,$75-150k,Other,Male,Post-Grad,3173
FL,45-64,$75-150k,Other,Female,< HS,1994
FL,45-64,$75-150k,Other,Female,HS,3323
FL,45-64,$75-150k,Other,Female,Some Coll,5448
FL,45-64,$75-150k,Other,Female,Coll,5351
FL,45-64,$75-150k,Other,Female,Post-Grad,2342
FL,45-64,$150k+,White,Male,< HS,3152
FL,45-64,$150k+,White,Male,HS,19732
FL,45-64,$150k+,White,Male,Some Coll,37628
FL,45-64,$150k+,White,Male,Coll,62721
FL,45-64,$150k+,White,Male,Post-Grad,58999
FL,45-64,$150k+,White,Female,< HS,2992
FL,45-64,$150k+,White,Female,HS,27679
FL,45-64,$150k+,White,Female,Some Coll,48848
FL,45-64,$150k+,White,Female,Coll,51143
FL,45-64,$150k+,White,Female,Post-Grad,37396
FL,45-64,$150k+,Black,Male,< HS,434
FL,45-64,$150k+,Black,Male,HS,1430
FL,45-64,$150k+,Black,Male,Some Coll,1626
FL,45-64,$150k+,Black,Male,Coll,2141
FL,45-64,$150k+,Black,Male,Post-Grad,2568
FL,45-64,$150k+,Black,Female,< HS,130
FL,45-64,$150k+,Black,Female,HS,945
FL,45-64,$150k+,Black,Female,Some Coll,1662
FL,45-64,$150k+,Black,Female,Coll,2276
FL,45-64,$150k+,Black,Female,Post-Grad,2605
FL,45-64,$150k+,Hispanic,Male,< HS,752
FL,45-64,$150k+,Hispanic,Male,HS,2327
FL,45-64,$150k+,Hispanic,Male,Some Coll,3890
FL,45-64,$150k+,Hispanic,Male,Coll,5191
FL,45-64,$150k+,Hispanic,Male,Post-Grad,6776
FL,45-64,$150k+,Hispanic,Female,< HS,721
FL,45-64,$150k+,Hispanic,Female,HS,4153
FL,45-64,$150k+,Hispanic,Female,Some Coll,4850
FL,45-64,$150k+,Hispanic,Female,Coll,4918
FL,45-64,$150k+,Hispanic,Female,Post-Grad,4059
FL,45-64,$150k+,Other,Male,< HS,552
FL,45-64,$150k+,Other,Male,HS,252
FL,45-64,$150k+,Other,Male,Some Coll,681
FL,45-64,$150k+,Other,Male,Coll,1350
FL,45-64,$150k+,Other,Male,Post-Grad,3057
FL,45-64,$150k+,Other,Female,< HS,358
FL,45-64,$150k+,Other,Female,HS,847
FL,45-64,$150k+,Other,Female,Some Coll,1161
FL,45-64,$150k+,Other,Female,Coll,2038
FL,45-64,$150k+,Other,Female,Post-Grad,1580
FL,65+,$0-20k,White,Male,< HS,46655
FL,65+,$0-20k,White,Male,HS,56268
FL,65+,$0-20k,White,Male,Some Coll,30316
FL,65+,$0-20k,White,Male,Coll,13158
FL,65+,$0-20k,White,Male,Post-Grad,6866
FL,65+,$0-20k,White,Female,< HS,82895
FL,65+,$0-20k,White,Female,HS,149844
FL,65+,$0-20k,White,Female,Some Coll,68752
FL,65+,$0-20k,White,Female,Coll,18901
FL,65+,$0-20k,White,Female,Post-Grad,8755
FL,65+,$0-20k,Black,Male,< HS,15070
FL,65+,$0-20k,Black,Male,HS,5050
FL,65+,$0-20k,Black,Male,Some Coll,1642
FL,65+,$0-20k,Black,Male,Coll,360
FL,65+,$0-20k,Black,Male,Post-Grad,251
FL,65+,$0-20k,Black,Female,< HS,26208
FL,65+,$0-20k,Black,Female,HS,11850
FL,65+,$0-20k,Black,Female,Some Coll,5002
FL,65+,$0-20k,Black,Female,Coll,1346
FL,65+,$0-20k,Black,Female,Post-Grad,647
FL,65+,$0-20k,Hispanic,Male,< HS,23831
FL,65+,$0-20k,Hispanic,Male,HS,8510
FL,65+,$0-20k,Hispanic,Male,Some Coll,3813
FL,65+,$0-20k,Hispanic,Male,Coll,2530
FL,65+,$0-20k,Hispanic,Male,Post-Grad,1589
FL,65+,$0-20k,Hispanic,Female,< HS,39012
FL,65+,$0-20k,Hispanic,Female,HS,15405
FL,65+,$0-20k,Hispanic,Female,Some Coll,7496
FL,65+,$0-20k,Hispanic,Female,Coll,4692
FL,65+,$0-20k,Hispanic,Female,Post-Grad,1738
FL,65+,$0-20k,Other,Male,< HS,1531
FL,65+,$0-20k,Other,Male,HS,847
FL,65+,$0-20k,Other,Male,Some Coll,661
FL,65+,$0-20k,Other,Male,Coll,426
FL,65+,$0-20k,Other,Male,Post-Grad,138
FL,65+,$0-20k,Other,Female,< HS,2674
FL,65+,$0-20k,Other,Female,HS,1400
FL,65+,$0-20k,Other,Female,Some Coll,1014
FL,65+,$0-20k,Other,Female,Coll,357
FL,65+,$0-20k,Other,Female,Post-Grad,14
FL,65+,$20-40k,White,Male,< HS,62116
FL,65+,$20-40k,White,Male,HS,110432
FL,65+,$20-40k,White,Male,Some Coll,78123
FL,65+,$20-40k,White,Male,Coll,36155
FL,65+,$20-40k,White,Male,Post-Grad,17888
FL,65+,$20-40k,White,Female,< HS,64618
FL,65+,$20-40k,White,Female,HS,177585
FL,65+,$20-40k,White,Female,Some Coll,92688
FL,65+,$20-40k,White,Female,Coll,30760
FL,65+,$20-40k,White,Female,Post-Grad,15565
FL,65+,$20-40k,Black,Male,< HS,9864
FL,65+,$20-40k,Black,Male,HS,7115
FL,65+,$20-40k,Black,Male,Some Coll,3368
FL,65+,$20-40k,Black,Male,Coll,1233
FL,65+,$20-40k,Black,Male,Post-Grad,415
FL,65+,$20-40k,Black,Female,< HS,11699
FL,65+,$20-40k,Black,Female,HS,8564
FL,65+,$20-40k,Black,Female,Some Coll,4393
FL,65+,$20-40k,Black,Female,Coll,1649
FL,65+,$20-40k,Black,Female,Post-Grad,899
FL,65+,$20-40k,Hispanic,Male,< HS,13662
FL,65+,$20-40k,Hispanic,Male,HS,9873
FL,65+,$20-40k,Hispanic,Male,Some Coll,4997
FL,65+,$20-40k,Hispanic,Male,Coll,3340
FL,65+,$20-40k,Hispanic,Male,Post-Grad,2313
FL,65+,$20-40k,Hispanic,Female,< HS,19727
FL,65+,$20-40k,Hispanic,Female,HS,12173
FL,65+,$20-40k,Hispanic,Female,Some Coll,5978
FL,65+,$20-40k,Hispanic,Female,Coll,4226
FL,65+,$20-40k,Hispanic,Female,Post-Grad,2260
FL,65+,$20-40k,Other,Male,< HS,1270
FL,65+,$20-40k,Other,Male,HS,1694
FL,65+,$20-40k,Other,Male,Some Coll,1067
FL,65+,$20-40k,Other,Male,Coll,640
FL,65+,$20-40k,Other,Male,Post-Grad,644
FL,65+,$20-40k,Other,Female,< HS,1366
FL,65+,$20-40k,Other,Female,HS,1753
FL,65+,$20-40k,Other,Female,Some Coll,1223
FL,65+,$20-40k,Other,Female,Coll,727
FL,65+,$20-40k,Other,Female,Post-Grad,342
FL,65+,$40-75k,White,Male,< HS,37025
FL,65+,$40-75k,White,Male,HS,91229
FL,65+,$40-75k,White,Male,Some Coll,88338
FL,65+,$40-75k,White,Male,Coll,57655
FL,65+,$40-75k,White,Male,Post-Grad,42443
FL,65+,$40-75k,White,Female,< HS,37823
FL,65+,$40-75k,White,Female,HS,129577
FL,65+,$40-75k,White,Female,Some Coll,83843
FL,65+,$40-75k,White,Female,Coll,38158
FL,65+,$40-75k,White,Female,Post-Grad,25125
FL,65+,$40-75k,Black,Male,< HS,7528
FL,65+,$40-75k,Black,Male,HS,4779
FL,65+,$40-75k,Black,Male,Some Coll,3506
FL,65+,$40-75k,Black,Male,Coll,1440
FL,65+,$40-75k,Black,Male,Post-Grad,1353
FL,65+,$40-75k,Black,Female,< HS,9156
FL,65+,$40-75k,Black,Female,HS,6349
FL,65+,$40-75k,Black,Female,Some Coll,4000
FL,65+,$40-75k,Black,Female,Coll,2239
FL,65+,$40-75k,Black,Female,Post-Grad,1626
FL,65+,$40-75k,Hispanic,Male,< HS,9686
FL,65+,$40-75k,Hispanic,Male,HS,6228
FL,65+,$40-75k,Hispanic,Male,Some Coll,5102
FL,65+,$40-75k,Hispanic,Male,Coll,3655
FL,65+,$40-75k,Hispanic,Male,Post-Grad,2537
FL,65+,$40-75k,Hispanic,Female,< HS,15584
FL,65+,$40-75k,Hispanic,Female,HS,8479
FL,65+,$40-75k,Hispanic,Female,Some Coll,5395
FL,65+,$40-75k,Hispanic,Female,Coll,2741
FL,65+,$40-75k,Hispanic,Female,Post-Grad,2108
FL,65+,$40-75k,Other,Male,< HS,869
FL,65+,$40-75k,Other,Male,HS,1216
FL,65+,$40-75k,Other,Male,Some Coll,1227
FL,65+,$40-75k,Other,Male,Coll,830
FL,65+,$40-75k,Other,Male,Post-Grad,951
FL,65+,$40-75k,Other,Female,< HS,2018
FL,65+,$40-75k,Other,Female,HS,1672
FL,65+,$40-75k,Other,Female,Some Coll,1084
FL,65+,$40-75k,Other,Female,Coll,946
FL,65+,$40-75k,Other,Female,Post-Grad,473
FL,65+,$75-150k,White,Male,< HS,10964
FL,65+,$75-150k,White,Male,HS,31785
FL,65+,$75-150k,White,Male,Some Coll,42872
FL,65+,$75-150k,White,Male,Coll,41690
FL,65+,$75-150k,White,Male,Post-Grad,43895
FL,65+,$75-150k,White,Female,< HS,15580
FL,65+,$75-150k,White,Female,HS,56825
FL,65+,$75-150k,White,Female,Some Coll,42635
FL,65+,$75-150k,White,Female,Coll,24881
FL,65+,$75-150k,White,Female,Post-Grad,20312
FL,65+,$75-150k,Black,Male,< HS,2703
FL,65+,$75-150k,Black,Male,HS,2125
FL,65+,$75-150k,Black,Male,Some Coll,1821
FL,65+,$75-150k,Black,Male,Coll,1491
FL,65+,$75-150k,Black,Male,Post-Grad,2234
FL,65+,$75-150k,Black,Female,< HS,3185
FL,65+,$75-150k,Black,Female,HS,2514
FL,65+,$75-150k,Black,Female,Some Coll,1290
FL,65+,$75-150k,Black,Female,Coll,1465
FL,65+,$75-150k,Black,Female,Post-Grad,1561
FL,65+,$75-150k,Hispanic,Male,< HS,4057
FL,65+,$75-150k,Hispanic,Male,HS,2763
FL,65+,$75-150k,Hispanic,Male,Some Coll,2622
FL,65+,$75-150k,Hispanic,Male,Coll,2741
FL,65+,$75-150k,Hispanic,Male,Post-Grad,2607
FL,65+,$75-150k,Hispanic,Female,< HS,8038
FL,65+,$75-150k,Hispanic,Female,HS,5224
FL,65+,$75-150k,Hispanic,Female,Some Coll,2773
FL,65+,$75-150k,Hispanic,Female,Coll,2568
FL,65+,$75-150k,Hispanic,Female,Post-Grad,1521
FL,65+,$75-150k,Other,Male,< HS,643
FL,65+,$75-150k,Other,Male,HS,398
FL,65+,$75-150k,Other,Male,Some Coll,675
FL,65+,$75-150k,Other,Male,Coll,955
FL,65+,$75-150k,Other,Male,Post-Grad,1065
FL,65+,$75-150k,Other,Female,< HS,1322
FL,65+,$75-150k,Other,Female,HS,1173
FL,65+,$75-150k,Other,Female,Some Coll,492
FL,65+,$75-150k,Other,Female,Coll,693
FL,65+,$75-150k,Other,Female,Post-Grad,564
FL,65+,$150k+,White,Male,< HS,3014
FL,65+,$150k+,White,Male,HS,7785
FL,65+,$150k+,White,Male,Some Coll,12405
FL,65+,$150k+,White,Male,Coll,21210
FL,65+,$150k+,White,Male,Post-Grad,23477
FL,65+,$150k+,White,Female,< HS,3418
FL,65+,$150k+,White,Female,HS,16339
FL,65+,$150k+,White,Female,Some Coll,16358
FL,65+,$150k+,White,Female,Coll,14669
FL,65+,$150k+,White,Female,Post-Grad,8089
FL,65+,$150k+,Black,Male,< HS,165
FL,65+,$150k+,Black,Male,HS,145
FL,65+,$150k+,Black,Male,Some Coll,85
FL,65+,$150k+,Black,Male,Coll,275
FL,65+,$150k+,Black,Male,Post-Grad,316
FL,65+,$150k+,Black,Female,< HS,351
FL,65+,$150k+,Black,Female,HS,158
FL,65+,$150k+,Black,Female,Some Coll,208
FL,65+,$150k+,Black,Female,Coll,204
FL,65+,$150k+,Black,Female,Post-Grad,278
FL,65+,$150k+,Hispanic,Male,< HS,801
FL,65+,$150k+,Hispanic,Male,HS,680
FL,65+,$150k+,Hispanic,Male,Some Coll,988
FL,65+,$150k+,Hispanic,Male,Coll,763
FL,65+,$150k+,Hispanic,Male,Post-Grad,1511
FL,65+,$150k+,Hispanic,Female,< HS,1755
FL,65+,$150k+,Hispanic,Female,HS,1609
FL,65+,$150k+,Hispanic,Female,Some Coll,883
FL,65+,$150k+,Hispanic,Female,Coll,719
FL,65+,$150k+,Hispanic,Female,Post-Grad,518
FL,65+,$150k+,Other,Male,< HS,149
FL,65+,$150k+,Other,Male,HS,79
FL,65+,$150k+,Other,Male,Some Coll,132
FL,65+,$150k+,Other,Male,Coll,306
FL,65+,$150k+,Other,Male,Post-Grad,560
FL,65+,$150k+,Other,Female,< HS,248
FL,65+,$150k+,Other,Female,HS,280
FL,65+,$150k+,Other,Female,Some Coll,248
FL,65+,$150k+,Other,Female,Coll,217
FL,65+,$150k+,Other,Female,Post-Grad,354
GA,18-29,$0-20k,White,Male,< HS,9917
GA,18-29,$0-20k,White,Male,HS,10616
GA,18-29,$0-20k,White,Male,Some Coll,15757
GA,18-29,$0-20k,White,Male,Coll,4357
GA,18-29,$0-20k,White,Male,Post-Grad,418
GA,18-29,$0-20k,White,Female,< HS,10273
GA,18-29,$0-20k,White,Female,HS,13800
GA,18-29,$0-20k,White,Female,Some Coll,20732
GA,18-29,$0-20k,White,Female,Coll,5486
GA,18-29,$0-20k,White,Female,Post-Grad,799
GA,18-29,$0-20k,Black,Male,< HS,14687
GA,18-29,$0-20k,Black,Male,HS,15997
GA,18-29,$0-20k,Black,Male,Some Coll,9671
GA,18-29,$0-20k,Black,Male,Coll,1599
GA,18-29,$0-20k,Black,Male,Post-Grad,53
GA,18-29,$0-20k,Black,Female,< HS,19234
GA,18-29,$0-20k,Black,Female,HS,24553
GA,18-29,$0-20k,Black,Female,Some Coll,22729
GA,18-29,$0-20k,Black,Female,Coll,3668
GA,18-29,$0-20k,Black,Female,Post-Grad,502
GA,18-29,$0-20k,Hispanic,Male,< HS,694
GA,18-29,$0-20k,Hispanic,Male,HS,1235
GA,18-29,$0-20k,Hispanic,Male,Some Coll,758
GA,18-29,$0-20k,Hispanic,Male,Coll,133
GA,18-29,$0-20k,Hispanic,Male,Post-Grad,0
GA,18-29,$0-20k,Hispanic,Female,< HS,1380
GA,18-29,$0-20k,Hispanic,Female,HS,1214
GA,18-29,$0-20k,Hispanic,Female,Some Coll,901
GA,18-29,$0-20k,Hispanic,Female,Coll,105
GA,18-29,$0-20k,Hispanic,Female,Post-Grad,18
GA,18-29,$0-20k,Other,Male,< HS,714
GA,18-29,$0-20k,Other,Male,HS,644
GA,18-29,$0-20k,Other,Male,Some Coll,1013
GA,18-29,$0-20k,Other,Male,Coll,309
GA,18-29,$0-20k,Other,Male,Post-Grad,53
GA,18-29,$0-20k,Other,Female,< HS,455
GA,18-29,$0-20k,Other,Female,HS,1088
GA,18-29,$0-20k,Other,Female,Some Coll,1203
GA,18-29,$0-20k,Other,Female,Coll,269
GA,18-29,$0-20k,Other,Female,Post-Grad,47
GA,18-29,$20-40k,White,Male,< HS,16867
GA,18-29,$20-40k,White,Male,HS,26763
GA,18-29,$20-40k,White,Male,Some Coll,26374
GA,18-29,$20-40k,White,Male,Coll,7256
GA,18-29,$20-40k,White,Male,Post-Grad,1148
GA,18-29,$20-40k,White,Female,< HS,12997
GA,18-29,$20-40k,White,Female,HS,27966
GA,18-29,$20-40k,White,Female,Some Coll,28799
GA,18-29,$20-40k,White,Female,Coll,9307
GA,18-29,$20-40k,White,Female,Post-Grad,1920
GA,18-29,$20-40k,Black,Male,< HS,15627
GA,18-29,$20-40k,Black,Male,HS,24028
GA,18-29,$20-40k,Black,Male,Some Coll,16114
GA,18-29,$20-40k,Black,Male,Coll,3941
GA,18-29,$20-40k,Black,Male,Post-Grad,534
GA,18-29,$20-40k,Black,Female,< HS,10862
GA,18-29,$20-40k,Black,Female,HS,24761
GA,18-29,$20-40k,Black,Female,Some Coll,21214
GA,18-29,$20-40k,Black,Female,Coll,6238
GA,18-29,$20-40k,Black,Female,Post-Grad,1178
GA,18-29,$20-40k,Hispanic,Male,< HS,1866
GA,18-29,$20-40k,Hispanic,Male,HS,1655
GA,18-29,$20-40k,Hispanic,Male,Some Coll,1305
GA,18-29,$20-40k,Hispanic,Male,Coll,244
GA,18-29,$20-40k,Hispanic,Male,Post-Grad,135
GA,18-29,$20-40k,Hispanic,Female,< HS,1621
GA,18-29,$20-40k,Hispanic,Female,HS,2254
GA,18-29,$20-40k,Hispanic,Female,Some Coll,1351
GA,18-29,$20-40k,Hispanic,Female,Coll,880
GA,18-29,$20-40k,Hispanic,Female,Post-Grad,57
GA,18-29,$20-40k,Other,Male,< HS,903
GA,18-29,$20-40k,Other,Male,HS,1429
GA,18-29,$20-40k,Other,Male,Some Coll,1107
GA,18-29,$20-40k,Other,Male,Coll,615
GA,18-29,$20-40k,Other,Male,Post-Grad,80
GA,18-29,$20-40k,Other,Female,< HS,449
GA,18-29,$20-40k,Other,Female,HS,1229
GA,18-29,$20-40k,Other,Female,Some Coll,1574
GA,18-29,$20-40k,Other,Female,Coll,776
GA,18-29,$20-40k,Other,Female,Post-Grad,154
GA,18-29,$40-75k,White,Male,< HS,21515
GA,18-29,$40-75k,White,Male,HS,48082
GA,18-29,$40-75k,White,Male,Some Coll,36517
GA,18-29,$40-75k,White,Male,Coll,16258
GA,18-29,$40-75k,White,Male,Post-Grad,2271
GA,18-29,$40-75k,White,Female,< HS,15530
GA,18-29,$40-75k,White,Female,HS,38147
GA,18-29,$40-75k,White,Female,Some Coll,48479
GA,18-29,$40-75k,White,Female,Coll,22528
GA,18-29,$40-75k,White,Female,Post-Grad,4902
GA,18-29,$40-75k,Black,Male,< HS,15756
GA,18-29,$40-75k,Black,Male,HS,27429
GA,18-29,$40-75k,Black,Male,Some Coll,19747
GA,18-29,$40-75k,Black,Male,Coll,4422
GA,18-29,$40-75k,Black,Male,Post-Grad,619
GA,18-29,$40-75k,Black,Female,< HS,7454
GA,18-29,$40-75k,Black,Female,HS,22249
GA,18-29,$40-75k,Black,Female,Some Coll,23983
GA,18-29,$40-75k,Black,Female,Coll,8891
GA,18-29,$40-75k,Black,Female,Post-Grad,2293
GA,18-29,$40-75k,Hispanic,Male,< HS,1784
GA,18-29,$40-75k,Hispanic,Male,HS,2012
GA,18-29,$40-75k,Hispanic,Male,Some Coll,2016
GA,18-29,$40-75k,Hispanic,Male,Coll,500
GA,18-29,$40-75k,Hispanic,Male,Post-Grad,70
GA,18-29,$40-75k,Hispanic,Female,< HS,1044
GA,18-29,$40-75k,Hispanic,Female,HS,2442
GA,18-29,$40-75k,Hispanic,Female,Some Coll,2239
GA,18-29,$40-75k,Hispanic,Female,Coll,542
GA,18-29,$40-75k,Hispanic,Female,Post-Grad,209
GA,18-29,$40-75k,Other,Male,< HS,1338
GA,18-29,$40-75k,Other,Male,HS,1839
GA,18-29,$40-75k,Other,Male,Some Coll,1425
