company,ticker,date,price
Alphabet,GOOG,2011-08-19,245.21
Alphabet,GOOG,2011-08-18,252.19
Alphabet,GOOG,2011-08-17,266.31
Alphabet,GOOG,2011-08-16,269.23
Alphabet,GOOG,2011-08-15,278.34
Alphabet,GOOG,2011-08-12,281.6
Alphabet,GOOG,2011-08-11,280.78
Alphabet,GOOG,2011-08-10,274.23
Alphabet,GOOG,2011-08-09,286.42
Alphabet,GOOG,2011-08-08,272.74
Alphabet,GOOG,2011-08-05,289.23
Alphabet,GOOG,2011-08-04,288.47
Alphabet,GOOG,2011-08-03,300.28
Alphabet,GOOG,2011-08-02,296.77
Alphabet,GOOG,2011-08-01,303.08
Alphabet,GOOG,2011-07-29,301.54
Alphabet,GOOG,2011-07-28,305.16
Alphabet,GOOG,2011-07-27,303.31
Alphabet,GOOG,2011-07-26,310.95
Alphabet,GOOG,2011-07-25,309.18
Alphabet,GOOG,2011-07-22,308.81
Alphabet,GOOG,2011-07-21,303.19
Alphabet,GOOG,2011-07-20,297.38
Alphabet,GOOG,2011-07-19,300.97
Alphabet,GOOG,2011-07-18,297.17
Alphabet,GOOG,2011-07-15,298.51
Alphabet,GOOG,2011-07-14,264.21
Alphabet,GOOG,2011-07-13,268.86
Alphabet,GOOG,2011-07-12,266.74
Alphabet,GOOG,2011-07-11,263.38
Alphabet,GOOG,2011-07-08,265.73
Alphabet,GOOG,2011-07-07,273.03
Alphabet,GOOG,2011-07-06,267.41
Alphabet,GOOG,2011-07-05,265.95
Alphabet,GOOG,2011-07-01,260.25
Alphabet,GOOG,2011-06-30,252.94
Alphabet,GOOG,2011-06-29,248.54
Alphabet,GOOG,2011-06-28,246.58
Alphabet,GOOG,2011-06-27,241.2
Alphabet,GOOG,2011-06-24,237.2
Alphabet,GOOG,2011-06-23,239.87
Alphabet,GOOG,2011-06-22,243.26
Alphabet,GOOG,2011-06-21,246.25
Alphabet,GOOG,2011-06-20,242.05
Alphabet,GOOG,2011-06-17,242.27
Alphabet,GOOG,2011-06-16,249.93
Alphabet,GOOG,2011-06-15,251.22
Alphabet,GOOG,2011-06-14,253.93
Alphabet,GOOG,2011-06-13,252.11
Alphabet,GOOG,2011-06-10,254.5
Alphabet,GOOG,2011-06-09,258.11
Alphabet,GOOG,2011-06-08,259.33
Alphabet,GOOG,2011-06-07,259.26
Alphabet,GOOG,2011-06-06,260.27
Alphabet,GOOG,2011-06-03,261.28
Alphabet,GOOG,2011-06-02,263.77
Alphabet,GOOG,2011-06-01,262.54
Alphabet,GOOG,2011-05-31,264.25
Alphabet,GOOG,2011-05-27,260.19
Alphabet,GOOG,2011-05-26,258.81
Alphabet,GOOG,2011-05-25,259.58
Alphabet,GOOG,2011-05-24,258.87
Alphabet,GOOG,2011-05-23,258.94
Alphabet,GOOG,2011-05-20,261.75
Alphabet,GOOG,2011-05-19,265.36
Alphabet,GOOG,2011-05-18,264.64
Alphabet,GOOG,2011-05-17,264.96
Alphabet,GOOG,2011-05-16,258.95
Alphabet,GOOG,2011-05-13,264.51
Alphabet,GOOG,2011-05-12,267.26
Alphabet,GOOG,2011-05-11,267.46
Alphabet,GOOG,2011-05-10,271.06
Alphabet,GOOG,2011-05-09,268.57
Alphabet,GOOG,2011-05-06,267.38
Alphabet,GOOG,2011-05-05,266.87
Alphabet,GOOG,2011-05-04,267.63
Alphabet,GOOG,2011-05-03,266.68
Alphabet,GOOG,2011-05-02,269.01
Alphabet,GOOG,2011-04-29,271.78
Alphabet,GOOG,2011-04-28,268.72
Alphabet,GOOG,2011-04-27,268.61
Alphabet,GOOG,2011-04-26,266.14
Alphabet,GOOG,2011-04-25,262.26
Alphabet,GOOG,2011-04-21,262.29
Alphabet,GOOG,2011-04-20,262.6
Alphabet,GOOG,2011-04-19,260.5
Alphabet,GOOG,2011-04-18,263.16
Alphabet,GOOG,2011-04-15,265.08
Alphabet,GOOG,2011-04-14,288.97
Alphabet,GOOG,2011-04-13,287.85
Alphabet,GOOG,2011-04-12,285.02
Alphabet,GOOG,2011-04-11,288.4
Alphabet,GOOG,2011-04-08,288.79
Alphabet,GOOG,2011-04-07,289.71
Alphabet,GOOG,2011-04-06,286.8
Alphabet,GOOG,2011-04-05,284.26
Alphabet,GOOG,2011-04-04,293.55
Alphabet,GOOG,2011-04-01,295.6
Alphabet,GOOG,2011-03-31,293.09
Alphabet,GOOG,2011-03-30,290.63
Alphabet,GOOG,2011-03-29,290.57
Alphabet,GOOG,2011-03-28,287.39
Alphabet,GOOG,2011-03-25,289.58
Alphabet,GOOG,2011-03-24,293.15
Alphabet,GOOG,2011-03-23,290.79
Alphabet,GOOG,2011-03-22,288.37
Alphabet,GOOG,2011-03-21,287.96
Alphabet,GOOG,2011-03-18,280.25
Alphabet,GOOG,2011-03-17,280.4
Alphabet,GOOG,2011-03-16,278.27
Alphabet,GOOG,2011-03-15,284.5
Alphabet,GOOG,2011-03-14,284.71
Alphabet,GOOG,2011-03-11,288.07
Alphabet,GOOG,2011-03-10,289.86
Alphabet,GOOG,2011-03-09,295.59
Alphabet,GOOG,2011-03-08,295.86
Alphabet,GOOG,2011-03-07,295.53
Alphabet,GOOG,2011-03-04,300.01
Alphabet,GOOG,2011-03-03,304.48
Alphabet,GOOG,2011-03-02,300.09
Alphabet,GOOG,2011-03-01,300.08
Alphabet,GOOG,2011-02-28,306.39
Alphabet,GOOG,2011-02-25,304.71
Alphabet,GOOG,2011-02-24,304.11
Alphabet,GOOG,2011-02-23,305.35
Alphabet,GOOG,2011-02-22,304.8
Alphabet,GOOG,2011-02-18,314.72
Alphabet,GOOG,2011-02-17,312.32
Alphabet,GOOG,2011-02-16,311.8
Alphabet,GOOG,2011-02-15,311.76
Alphabet,GOOG,2011-02-14,313.76
Alphabet,GOOG,2011-02-11,311.94
Alphabet,GOOG,2011-02-10,307.91
Alphabet,GOOG,2011-02-09,307.94
Alphabet,GOOG,2011-02-08,308.88
Alphabet,GOOG,2011-02-07,306.84
Alphabet,GOOG,2011-02-04,305.18
Alphabet,GOOG,2011-02-03,304.77
Alphabet,GOOG,2011-02-02,305.69
Alphabet,GOOG,2011-02-01,305.21
Alphabet,GOOG,2011-01-31,299.88
Alphabet,GOOG,2011-01-28,300.19
Alphabet,GOOG,2011-01-27,308.09
Alphabet,GOOG,2011-01-26,307.94
Alphabet,GOOG,2011-01-25,309.65
Alphabet,GOOG,2011-01-24,305.23
Alphabet,GOOG,2011-01-21,305.61
Alphabet,GOOG,2011-01-20,313.07
Alphabet,GOOG,2011-01-19,315.56
Alphabet,GOOG,2011-01-18,319.5
Alphabet,GOOG,2011-01-14,311.78
Alphabet,GOOG,2011-01-13,308.04
Alphabet,GOOG,2011-01-12,308.13
Alphabet,GOOG,2011-01-11,307.7
Alphabet,GOOG,2011-01-10,306.8
Alphabet,GOOG,2011-01-07,307.91
Alphabet,GOOG,2011-01-06,306.44
Alphabet,GOOG,2011-01-05,304.23
Alphabet,GOOG,2011-01-04,300.76
Alphabet,GOOG,2011-01-03,301.87
Alphabet,GOOG,2010-12-31,296.69
Alphabet,GOOG,2010-12-30,299.13
Alphabet,GOOG,2010-12-29,300.2
Alphabet,GOOG,2010-12-28,299.16
Alphabet,GOOG,2010-12-27,300.89
Alphabet,GOOG,2010-12-23,301.81
Alphabet,GOOG,2010-12-22,302.44
Alphabet,GOOG,2010-12-21,301.23
Alphabet,GOOG,2010-12-20,297.23
Alphabet,GOOG,2010-12-17,295.1
Alphabet,GOOG,2010-12-16,295.56
Alphabet,GOOG,2010-12-15,294.85
Alphabet,GOOG,2010-12-14,297.16
Alphabet,GOOG,2010-12-13,297.01
Alphabet,GOOG,2010-12-10,295.81
Alphabet,GOOG,2010-12-09,295.45
Alphabet,GOOG,2010-12-08,294.97
Alphabet,GOOG,2010-12-07,293.28
Alphabet,GOOG,2010-12-06,288.89
Alphabet,GOOG,2010-12-03,286.21
Alphabet,GOOG,2010-12-02,285.62
Alphabet,GOOG,2010-12-01,281.89
Alphabet,GOOG,2010-11-30,277.58
Alphabet,GOOG,2010-11-29,290.76
Alphabet,GOOG,2010-11-26,294.7
Alphabet,GOOG,2010-11-24,297.19
Alphabet,GOOG,2010-11-23,291.21
Alphabet,GOOG,2010-11-22,295.31
Alphabet,GOOG,2010-11-19,295.12
Alphabet,GOOG,2010-11-18,297.98
Alphabet,GOOG,2010-11-17,291.48
Alphabet,GOOG,2010-11-16,291.57
Alphabet,GOOG,2010-11-15,297.44
Alphabet,GOOG,2010-11-12,301.34
Alphabet,GOOG,2010-11-11,308.29
Alphabet,GOOG,2010-11-10,311.13
Alphabet,GOOG,2010-11-09,312.1
Alphabet,GOOG,2010-11-08,313.07
Alphabet,GOOG,2010-11-05,312.23
Alphabet,GOOG,2010-11-04,311.82
Alphabet,GOOG,2010-11-03,309.78
Alphabet,GOOG,2010-11-02,307.49
Alphabet,GOOG,2010-11-01,307.19
Alphabet,GOOG,2010-10-29,306.54
Alphabet,GOOG,2010-10-28,308.98
Alphabet,GOOG,2010-10-27,307.93
Alphabet,GOOG,2010-10-26,308.99
Alphabet,GOOG,2010-10-25,307.94
Alphabet,GOOG,2010-10-22,305.96
Alphabet,GOOG,2010-10-21,305.69
Alphabet,GOOG,2010-10-20,303.69
Alphabet,GOOG,2010-10-19,303.61
Alphabet,GOOG,2010-10-18,308.55
Alphabet,GOOG,2010-10-15,300.42
Alphabet,GOOG,2010-10-14,270.19
Alphabet,GOOG,2010-10-13,271.38
Alphabet,GOOG,2010-10-12,270.42
Alphabet,GOOG,2010-10-11,269.15
Alphabet,GOOG,2010-10-08,267.91
Alphabet,GOOG,2010-10-07,264.74
Alphabet,GOOG,2010-10-06,266.91
Alphabet,GOOG,2010-10-05,268.85
Alphabet,GOOG,2010-10-04,260.91
Alphabet,GOOG,2010-10-01,262.55
Alphabet,GOOG,2010-09-30,262.63
Alphabet,GOOG,2010-09-29,263.58
Alphabet,GOOG,2010-09-28,263.32
Alphabet,GOOG,2010-09-27,264.94
Alphabet,GOOG,2010-09-24,263.38
Alphabet,GOOG,2010-09-23,256.48
Alphabet,GOOG,2010-09-22,257.74
Alphabet,GOOG,2010-09-21,256.47
Alphabet,GOOG,2010-09-20,253.89
Alphabet,GOOG,2010-09-17,244.83
Alphabet,GOOG,2010-09-16,240.29
Alphabet,GOOG,2010-09-15,240.08
Alphabet,GOOG,2010-09-14,239.97
Alphabet,GOOG,2010-09-13,240.89
Alphabet,GOOG,2010-09-10,237.83
Alphabet,GOOG,2010-09-09,237.85
Alphabet,GOOG,2010-09-08,235.05
Alphabet,GOOG,2010-09-07,231.97
Alphabet,GOOG,2010-09-03,234.91
Alphabet,GOOG,2010-09-02,231.36
Alphabet,GOOG,2010-09-01,229.94
Alphabet,GOOG,2010-08-31,224.78
Alphabet,GOOG,2010-08-30,226.12
Alphabet,GOOG,2010-08-27,229.19
Alphabet,GOOG,2010-08-26,225.26
Alphabet,GOOG,2010-08-25,227.08
Alphabet,GOOG,2010-08-24,225.47
Alphabet,GOOG,2010-08-23,231.8
Alphabet,GOOG,2010-08-20,230.78
Alphabet,GOOG,2010-08-19,233.75
Alphabet,GOOG,2010-08-18,240.83
Alphabet,GOOG,2010-08-17,245.01
Alphabet,GOOG,2010-08-16,242.55
Alphabet,GOOG,2010-08-13,242.93
Alphabet,GOOG,2010-08-12,245.76
Alphabet,GOOG,2010-08-11,245.62
Alphabet,GOOG,2010-08-10,251.6
Alphabet,GOOG,2010-08-09,252.42
Alphabet,GOOG,2010-08-06,249.86
Alphabet,GOOG,2010-08-05,253.8
Alphabet,GOOG,2010-08-04,252.91
Alphabet,GOOG,2010-08-03,244.67
Alphabet,GOOG,2010-08-02,244.96
Alphabet,GOOG,2010-07-30,242.18
Alphabet,GOOG,2010-07-29,242.25
Alphabet,GOOG,2010-07-28,241.93
Alphabet,GOOG,2010-07-27,246.07
Alphabet,GOOG,2010-07-26,244.24
Alphabet,GOOG,2010-07-23,244.78
Alphabet,GOOG,2010-07-22,242.16
Alphabet,GOOG,2010-07-21,238.51
Alphabet,GOOG,2010-07-20,240.55
Alphabet,GOOG,2010-07-19,232.86
Alphabet,GOOG,2010-07-16,229.57
Alphabet,GOOG,2010-07-15,246.76
Alphabet,GOOG,2010-07-14,245.42
Alphabet,GOOG,2010-07-13,244.36
Alphabet,GOOG,2010-07-12,237.68
Alphabet,GOOG,2010-07-09,233.51
Alphabet,GOOG,2010-07-08,228.05
Alphabet,GOOG,2010-07-07,224.87
Alphabet,GOOG,2010-07-06,217.82
Alphabet,GOOG,2010-07-02,218.06
Alphabet,GOOG,2010-07-01,219.53
Alphabet,GOOG,2010-06-30,222.25
Alphabet,GOOG,2010-06-29,226.9
Alphabet,GOOG,2010-06-28,235.8
Alphabet,GOOG,2010-06-25,236.1
Alphabet,GOOG,2010-06-24,237.31
Alphabet,GOOG,2010-06-23,240.78
Alphabet,GOOG,2010-06-22,242.88
Alphabet,GOOG,2010-06-21,244.04
Alphabet,GOOG,2010-06-18,249.76
Alphabet,GOOG,2010-06-17,249.79
Alphabet,GOOG,2010-06-16,250.38
Alphabet,GOOG,2010-06-15,248.75
Alphabet,GOOG,2010-06-14,241.35
Alphabet,GOOG,2010-06-11,244.01
Alphabet,GOOG,2010-06-10,243.26
Alphabet,GOOG,2010-06-09,236.77
Alphabet,GOOG,2010-06-08,242.15
Alphabet,GOOG,2010-06-07,242.52
Alphabet,GOOG,2010-06-04,249.11
Alphabet,GOOG,2010-06-03,252.55
Alphabet,GOOG,2010-06-02,246.44
Alphabet,GOOG,2010-06-01,240.94
Alphabet,GOOG,2010-05-28,242.57
Alphabet,GOOG,2010-05-27,244.98
Alphabet,GOOG,2010-05-26,237.5
Alphabet,GOOG,2010-05-25,238.3
Alphabet,GOOG,2010-05-24,238.34
Alphabet,GOOG,2010-05-21,235.79
Alphabet,GOOG,2010-05-20,237.27
Alphabet,GOOG,2010-05-19,246.97
Alphabet,GOOG,2010-05-18,248.94
Alphabet,GOOG,2010-05-17,253.73
Alphabet,GOOG,2010-05-14,253.51
Alphabet,GOOG,2010-05-13,255.18
Alphabet,GOOG,2010-05-12,252.44
Alphabet,GOOG,2010-05-11,254.27
Alphabet,GOOG,2010-05-10,260.56
Alphabet,GOOG,2010-05-07,246.32
Alphabet,GOOG,2010-05-06,249.09
Alphabet,GOOG,2010-05-05,254.63
Alphabet,GOOG,2010-05-04,252.93
Alphabet,GOOG,2010-05-03,265.03
Alphabet,GOOG,2010-04-30,262.58
Alphabet,GOOG,2010-04-29,265.73
Alphabet,GOOG,2010-04-28,264.33
Alphabet,GOOG,2010-04-27,264.26
Alphabet,GOOG,2010-04-26,265.55
Alphabet,GOOG,2010-04-23,272.22
Alphabet,GOOG,2010-04-22,273.26
Alphabet,GOOG,2010-04-21,276.87
Alphabet,GOOG,2010-04-20,277.24
Alphabet,GOOG,2010-04-19,274.77
Alphabet,GOOG,2010-04-16,274.8
Alphabet,GOOG,2010-04-15,297.35
Alphabet,GOOG,2010-04-14,294.21
Alphabet,GOOG,2010-04-13,293.09
Alphabet,GOOG,2010-04-12,286.08
Alphabet,GOOG,2010-04-09,282.83
Alphabet,GOOG,2010-04-08,283.46
Alphabet,GOOG,2010-04-07,281.49
Alphabet,GOOG,2010-04-06,283.83
Alphabet,GOOG,2010-04-05,285.22
Alphabet,GOOG,2010-03-31,283.28
Alphabet,GOOG,2010-03-30,283.07
Alphabet,GOOG,2010-03-29,280.94
Alphabet,GOOG,2010-03-26,281.06
Alphabet,GOOG,2010-03-25,281.16
Alphabet,GOOG,2010-03-24,278.39
Alphabet,GOOG,2010-03-23,274.23
Alphabet,GOOG,2010-03-22,278.47
Alphabet,GOOG,2010-03-19,279.72
Alphabet,GOOG,2010-03-18,282.92
Alphabet,GOOG,2010-03-17,282.5
Alphabet,GOOG,2010-03-16,282.32
Alphabet,GOOG,2010-03-15,281.31
Alphabet,GOOG,2010-03-12,289.48
Alphabet,GOOG,2010-03-11,290.28
Alphabet,GOOG,2010-03-10,287.94
Alphabet,GOOG,2010-03-09,279.81
Alphabet,GOOG,2010-03-08,280.96
Alphabet,GOOG,2010-03-05,281.82
Alphabet,GOOG,2010-03-04,277.02
Alphabet,GOOG,2010-03-03,272.39
Alphabet,GOOG,2010-03-02,270.26
Alphabet,GOOG,2010-03-01,266.08
Alphabet,GOOG,2010-02-26,263.14
Alphabet,GOOG,2010-02-25,262.95
Alphabet,GOOG,2010-02-24,265.47
Alphabet,GOOG,2010-02-23,267.27
Alphabet,GOOG,2010-02-22,271.13
Alphabet,GOOG,2010-02-19,270.11
Alphabet,GOOG,2010-02-18,271.34
Alphabet,GOOG,2010-02-17,268.83
Alphabet,GOOG,2010-02-16,270.38
Alphabet,GOOG,2010-02-12,266.29
Alphabet,GOOG,2010-02-11,267.93
Alphabet,GOOG,2010-02-10,266.96
Alphabet,GOOG,2010-02-09,267.95
Alphabet,GOOG,2010-02-08,266.47
Alphabet,GOOG,2010-02-05,265.38
Alphabet,GOOG,2010-02-04,263.13
Alphabet,GOOG,2010-02-03,270.14
Alphabet,GOOG,2010-02-02,265.29
Alphabet,GOOG,2010-02-01,266.24
Alphabet,GOOG,2010-01-29,264.71
Alphabet,GOOG,2010-01-28,266.88
Alphabet,GOOG,2010-01-27,270.78
Alphabet,GOOG,2010-01-26,270.94
Alphabet,GOOG,2010-01-25,269.73
Alphabet,GOOG,2010-01-22,274.73
Alphabet,GOOG,2010-01-21,291.2
Alphabet,GOOG,2010-01-20,289.91
Alphabet,GOOG,2010-01-19,293.52
Alphabet,GOOG,2010-01-15,289.71
Alphabet,GOOG,2010-01-14,294.63
Alphabet,GOOG,2010-01-13,293.25
Alphabet,GOOG,2010-01-12,294.94
Alphabet,GOOG,2010-01-11,300.25
Alphabet,GOOG,2010-01-08,300.71
Alphabet,GOOG,2010-01-07,296.75
Alphabet,GOOG,2010-01-06,303.83
Alphabet,GOOG,2010-01-05,311.68
Alphabet,GOOG,2010-01-04,313.06
Alphabet,GOOG,2009-12-31,309.68
Alphabet,GOOG,2009-12-30,311.05
Alphabet,GOOG,2009-12-29,309.39
Alphabet,GOOG,2009-12-28,311.12
Alphabet,GOOG,2009-12-24,308.93
Alphabet,GOOG,2009-12-23,305.53
Alphabet,GOOG,2009-12-22,300.26
Alphabet,GOOG,2009-12-21,299.04
Alphabet,GOOG,2009-12-18,297.91
Alphabet,GOOG,2009-12-17,296.67
Alphabet,GOOG,2009-12-16,298.58
Alphabet,GOOG,2009-12-15,296.27
Alphabet,GOOG,2009-12-14,297.57
Alphabet,GOOG,2009-12-11,294.96
Alphabet,GOOG,2009-12-10,295.45
Alphabet,GOOG,2009-12-09,294.22
Alphabet,GOOG,2009-12-08,293.23
Alphabet,GOOG,2009-12-07,292.83
Alphabet,GOOG,2009-12-04,292.21
Alphabet,GOOG,2009-12-03,292.58
Alphabet,GOOG,2009-12-02,293.46
Alphabet,GOOG,2009-12-01,294.64
Alphabet,GOOG,2009-11-30,291.21
Alphabet,GOOG,2009-11-27,289.59
Alphabet,GOOG,2009-11-25,292.58
Alphabet,GOOG,2009-11-24,291.25
Alphabet,GOOG,2009-11-23,290.88
Alphabet,GOOG,2009-11-20,284.7
Alphabet,GOOG,2009-11-19,286.21
Alphabet,GOOG,2009-11-18,288.04
Alphabet,GOOG,2009-11-17,288.46
Alphabet,GOOG,2009-11-16,287.85
Alphabet,GOOG,2009-11-13,285.74
Alphabet,GOOG,2009-11-12,283.64
Alphabet,GOOG,2009-11-11,284.99
Alphabet,GOOG,2009-11-10,283.1
Alphabet,GOOG,2009-11-09,280.97
Alphabet,GOOG,2009-11-06,275.27
Alphabet,GOOG,2009-11-05,274.05
Alphabet,GOOG,2009-11-04,269.89
Alphabet,GOOG,2009-11-03,268.38
Alphabet,GOOG,2009-11-02,266.73
Alphabet,GOOG,2009-10-30,267.79
Alphabet,GOOG,2009-10-29,275.25
Alphabet,GOOG,2009-10-28,269.88
Alphabet,GOOG,2009-10-27,273.87
Alphabet,GOOG,2009-10-26,276.83
Alphabet,GOOG,2009-10-23,276.57
Alphabet,GOOG,2009-10-22,276.77
Alphabet,GOOG,2009-10-21,275.27
Alphabet,GOOG,2009-10-20,275.58
Alphabet,GOOG,2009-10-19,275.77
Alphabet,GOOG,2009-10-16,274.65
Alphabet,GOOG,2009-10-15,264.69
Alphabet,GOOG,2009-10-14,267.39
